$ spack find --format "{name},{version},{compiler},{variants},{arch}"
warpx,22.02,intel@19.1.2.254,+app~ascent~eb~ipo+lib+mpi+mpithreadmultiple+openpmd+psatd+qed~qedtablegen+shared+tprof build_type=RelWithDebInfo compute=omp dims=3 precision=double,cray-cnl7-haswell
xcb-proto,1.14.1,gcc@11.2.0,,cray-cnl7-haswell
xerces-c,3.2.3,gcc@11.2.0, cxxstd=default netaccessor=curl transcoder=gnuiconv,cray-cnl7-haswell
xextproto,7.3.0,gcc@11.2.0,,cray-cnl7-haswell
xproto,7.0.31,gcc@11.2.0,,cray-cnl7-haswell
xtrans,1.3.5,gcc@11.2.0,,cray-cnl7-haswell
xz,5.2.5,gcc@11.2.0,~pic libs=shared,static,cray-cnl7-haswell
xz,5.2.5,intel@19.1.2.254,~pic libs=shared,static,cray-cnl7-haswell
yasm,1.3.0,gcc@11.2.0,,cray-cnl7-haswell
zfp,0.5.5,gcc@11.2.0,~aligned~c~cuda~fasthash~fortran~ipo~openmp~profile~python+shared~strided~twoway bsws=64 build_type=RelWithDebInfo,cray-cnl7-haswell
zfp,0.5.5,intel@19.1.2.254,~aligned~c~cuda~fasthash~fortran~ipo~openmp~profile~python+shared~strided~twoway bsws=64 build_type=RelWithDebInfo,cray-cnl7-haswell
zlib,1.2.11,gcc@11.2.0,+optimize+pic+shared,cray-cnl7-haswell
zlib,1.2.11,intel@19.1.2.254,+optimize+pic+shared,cray-cnl7-haswell
zsh,5.6,gcc@11.2.0,+skip-tcsetpgrp-test,cray-cnl7-haswell
zsh,5.6,intel@19.1.2.254,+skip-tcsetpgrp-test,cray-cnl7-haswell
zstd,1.5.0,gcc@11.2.0,~programs,cray-cnl7-haswell
zstd,1.5.0,intel@19.1.2.254,~programs,cray-cnl7-haswell(.spack-pyenv)  ~/spack-demo/ spack find --format "{name},{version},{compiler},{variants},{arch}"
adiak,0.2.1,gcc@11.2.0,~ipo+mpi+shared build_type=RelWithDebInfo,cray-cnl7-haswell
adiak,0.2.1,intel@19.1.2.254,~ipo+mpi+shared build_type=RelWithDebInfo,cray-cnl7-haswell
adios2,2.7.1,gcc@11.2.0,+blosc+bzip2~dataman~dataspaces~endian_reverse+fortran~hdf5~ipo+mpi+pic+png~python+shared+ssc+sst+sz+zfp build_type=Release patches=8d301e8232baf4049b547f22bd73774309662017a62dac36360d2965907062bf,cray-cnl7-haswell
adios2,2.7.1,intel@19.1.2.254,+blosc+bzip2~dataman~dataspaces~endian_reverse+fortran~hdf5~ipo+mpi+pic+png~python+shared+ssc+sst+sz+zfp build_type=Release patches=8d301e8232baf4049b547f22bd73774309662017a62dac36360d2965907062bf,cray-cnl7-haswell
adlbx,1.0.0,gcc@11.2.0,,cray-cnl7-haswell
adlbx,1.0.0,intel@19.1.2.254,,cray-cnl7-haswell
aml,0.1.0,gcc@11.2.0,,cray-cnl7-haswell
amrex,22.02,gcc@11.2.0,~amrdata~cuda~eb+fortran~hdf5+hypre~ipo+linear_solvers+mpi+openmp~particles~petsc~pic~plotfile_tools~rocm+shared~sundials~tiny_profile build_type=RelWithDebInfo dimensions=3 precision=double,cray-cnl7-haswell
ant,1.10.7,gcc@11.2.0,,cray-cnl7-haswell
antlr,2.7.7,gcc@11.2.0,+cxx~java~python patches=33897ad12ad33878daa0aca55c9a234ec972407eb2b6c03808f6ed020c88b8db,cray-cnl7-haswell
arborx,1.1,gcc@11.2.0,~cuda~ipo+mpi~openmp~rocm+serial~sycl~trilinos build_type=RelWithDebInfo,cray-cnl7-haswell
arborx,1.1,intel@19.1.2.254,~cuda~ipo+mpi~openmp~rocm+serial~sycl~trilinos build_type=RelWithDebInfo,cray-cnl7-haswell
argobots,1.1,gcc@11.2.0,~affinity~debug+perf~stackunwind~tool~valgrind stackguard=none,cray-cnl7-haswell
argobots,1.1,intel@19.1.2.254,~affinity~debug+perf~stackunwind~tool~valgrind stackguard=none,cray-cnl7-haswell
arpack-ng,3.8.0,intel@19.1.2.254,+mpi+shared,cray-cnl7-haswell
asio,1.21.0,gcc@11.2.0,~boost_coroutine~boost_regex~separate_compilation cxxstd=17,cray-cnl7-haswell
autoconf,2.69,gcc@11.2.0, patches=35c449281546376449766f92d49fc121ca50e330e60fefcfc9be2af3253082c2,7793209b33013dc0f81208718c68440c5aae80e7a1c4b8d336e382525af791a7,a49dd5bac3b62daa0ff688ab4d508d71dbd2f4f8d7e2a02321926346161bf3ee,cray-cnl7-haswell
autoconf,2.69,intel@19.1.2.254, patches=35c449281546376449766f92d49fc121ca50e330e60fefcfc9be2af3253082c2,7793209b33013dc0f81208718c68440c5aae80e7a1c4b8d336e382525af791a7,a49dd5bac3b62daa0ff688ab4d508d71dbd2f4f8d7e2a02321926346161bf3ee,cray-cnl7-haswell
automake,1.16.5,gcc@11.2.0,,cray-cnl7-haswell
automake,1.16.5,intel@19.1.2.254,,cray-cnl7-haswell
axl,0.3.0,gcc@11.2.0,+bbapi~bbapi_fallback~dw~ipo+shared async_api=daemon build_type=RelWithDebInfo,cray-cnl7-haswell
axl,0.3.0,intel@19.1.2.254,+bbapi~bbapi_fallback~dw~ipo+shared async_api=daemon build_type=RelWithDebInfo,cray-cnl7-haswell
axom,0.6.1,gcc@11.2.0,+cpp14~cuda~debug~devtools+examples+fortran+hdf5~ipo+lua~mfem+mpi+openmp~python+raja~scr+shared+tools+umpire build_type=RelWithDebInfo patches=68a3ae808ca4c527766bcf0fea4043efdaccde81b819472f8d738fe6e23a6a6a,cray-cnl7-haswell
bdftopcf,1.0.5,gcc@11.2.0,,cray-cnl7-haswell
berkeley-db,18.1.40,gcc@11.2.0,+cxx~docs+stl patches=b231fcc4d5cff05e5c3a4814f6a5af0e9a966428dc2176540d2c05aff41de522,cray-cnl7-haswell
berkeley-db,18.1.40,intel@19.1.2.254,+cxx~docs+stl patches=b231fcc4d5cff05e5c3a4814f6a5af0e9a966428dc2176540d2c05aff41de522,cray-cnl7-haswell
binutils,2.33.1,gcc@11.2.0,~gas~gold+headers~interwork~ld+libiberty~lto+nls+plugins libs=shared,static,cray-cnl7-haswell
bison,3.8.2,gcc@11.2.0,,cray-cnl7-haswell
bison,3.8.2,intel@19.1.2.254,,cray-cnl7-haswell
blt,0.4.1,gcc@11.2.0,,cray-cnl7-haswell
blt,0.4.1,intel@19.1.2.254,,cray-cnl7-haswell
bolt,2.0,gcc@11.2.0,~ipo build_type=RelWithDebInfo,cray-cnl7-haswell
boost,1.78.0,gcc@11.2.0,+atomic+chrono~clanglibcpp~container~context~coroutine+date_time~debug+exception~fiber+filesystem+graph~icu+iostreams+locale+log+math~mpi+multithreaded~numpy~pic+program_options~python+random+regex+serialization+shared+signals~singlethreaded+system~taggedlayout+test+thread+timer~versionedlayout+wave cxxstd=17 patches=57a8401dee8f52b0342e0c8147a5b2db834e8d8f3fbcbbc5950016bd3e9e1ef0 visibility=hidden,cray-cnl7-haswell
boost,1.78.0,intel@19.1.2.254,+atomic+chrono~clanglibcpp~container~context~coroutine+date_time~debug+exception~fiber+filesystem+graph~icu+iostreams+locale+log+math~mpi+multithreaded~numpy~pic+program_options~python+random+regex+serialization+shared+signals~singlethreaded+system~taggedlayout+test+thread+timer~versionedlayout+wave cxxstd=17 patches=57a8401dee8f52b0342e0c8147a5b2db834e8d8f3fbcbbc5950016bd3e9e1ef0 visibility=hidden,cray-cnl7-haswell
boost,1.78.0,gcc@11.2.0,+atomic+chrono~clanglibcpp~container~context~coroutine+date_time~debug+exception~fiber+filesystem+graph~icu+iostreams+locale+log+math~mpi+multithreaded~numpy~pic+program_options~python+random+regex+serialization+shared+signals~singlethreaded+system~taggedlayout+test+thread+timer~versionedlayout+wave cxxstd=98 patches=57a8401dee8f52b0342e0c8147a5b2db834e8d8f3fbcbbc5950016bd3e9e1ef0 visibility=hidden,cray-cnl7-haswell
boost,1.78.0,intel@19.1.2.254,+atomic+chrono~clanglibcpp~container~context~coroutine+date_time~debug+exception~fiber+filesystem+graph~icu+iostreams+locale+log+math~mpi+multithreaded~numpy~pic+program_options~python+random+regex+serialization+shared+signals~singlethreaded+system~taggedlayout+test+thread+timer~versionedlayout+wave cxxstd=98 patches=57a8401dee8f52b0342e0c8147a5b2db834e8d8f3fbcbbc5950016bd3e9e1ef0 visibility=hidden,cray-cnl7-haswell
bzip2,1.0.6,gcc@11.2.0,~debug~pic+shared,cray-cnl7-haswell
bzip2,1.0.6,intel@19.1.2.254,~debug~pic+shared,cray-cnl7-haswell
c-blosc,1.21.0,gcc@11.2.0,+avx2~ipo build_type=RelWithDebInfo,cray-cnl7-haswell
c-blosc,1.21.0,intel@19.1.2.254,+avx2~ipo build_type=RelWithDebInfo,cray-cnl7-haswell
cairo,1.16.0,gcc@11.2.0,+X+fc+ft~gobject+pdf~png~svg patches=7c4da77767fe9feb03f8051def0832f0c67f99162913275cfa127a88df19cf51,cray-cnl7-haswell
caliper,2.7.0,gcc@11.2.0,+adiak~cuda~fortran+gotcha~ipo+libdw~libpfm+libunwind+mpi+papi+sampler+shared~sosflow build_type=RelWithDebInfo,cray-cnl7-haswell
caliper,2.7.0,intel@19.1.2.254,+adiak~cuda~fortran+gotcha~ipo+libdw~libpfm+libunwind+mpi+papi+sampler+shared~sosflow build_type=RelWithDebInfo,cray-cnl7-haswell
camp,0.2.2,gcc@11.2.0,~cuda~ipo~rocm~tests build_type=RelWithDebInfo,cray-cnl7-haswell
camp,0.2.2,intel@19.1.2.254,~cuda~ipo~rocm~tests build_type=RelWithDebInfo,cray-cnl7-haswell
cdo,2.0.3,gcc@11.2.0,+curl~external-grib1+fftw3+hdf5+libxml2~magics+netcdf+openmp+proj+szip+udunits2 grib2=eccodes,cray-cnl7-haswell
chai,2.4.0,gcc@11.2.0,~benchmarks~cuda~enable_pick+examples~ipo~openmp~raja~rocm+shared~tests build_type=RelWithDebInfo,cray-cnl7-haswell
chai,2.4.0,intel@19.1.2.254,~benchmarks~cuda~enable_pick+examples~ipo~openmp~raja~rocm+shared~tests build_type=RelWithDebInfo,cray-cnl7-haswell
chapel,1.24.1,gcc@11.2.0,,cray-cnl7-haswell
cinch,master,gcc@11.2.0,,cray-cnl7-haswell
cinch,master,intel@19.1.2.254,,cray-cnl7-haswell
cmake,3.22.2,gcc@11.2.0,~doc+ncurses~openssl+ownlibs~qt build_type=Release,cray-cnl7-haswell
cmake,3.22.2,intel@19.1.2.254,~doc+ncurses~openssl+ownlibs~qt build_type=Release,cray-cnl7-haswell
cmake,3.22.2,gcc@11.2.0,~doc+ncurses+openssl+ownlibs~qt build_type=Release,cray-cnl7-haswell
cmake,3.22.2,intel@19.1.2.254,~doc+ncurses+openssl+ownlibs~qt build_type=Release,cray-cnl7-haswell
conduit,0.8.2,gcc@11.2.0,~adios+blt_find_mpi~doc~doxygen+fortran+hdf5+hdf5_compat~ipo+mpi+parmetis~python+shared~silo+test~zfp build_type=RelWithDebInfo,cray-cnl7-haswell
conduit,0.8.2,gcc@11.2.0,~adios+blt_find_mpi~doc~doxygen+fortran+hdf5+hdf5_compat~ipo+mpi+parmetis~python+shared~silo+test~zfp build_type=RelWithDebInfo,cray-cnl7-haswell
conduit,0.8.2,intel@19.1.2.254,~adios+blt_find_mpi~doc~doxygen+fortran+hdf5+hdf5_compat~ipo+mpi+parmetis~python+shared~silo+test~zfp build_type=RelWithDebInfo,cray-cnl7-haswell
cray-fftw,3.3.8.10,gcc@11.2.0,+mpi~openmp precision=double,float,cray-cnl7-haswell
cray-libsci,20.09.1,gcc@11.2.0,~mpi~openmp+shared,cray-cnl7-haswell
cray-libsci,20.09.1,intel@19.1.2.254,~mpi~openmp+shared,cray-cnl7-haswell
cray-mpich,7.7.19,gcc@11.2.0,,cray-cnl7-haswell
cray-mpich,7.7.19,intel@19.1.2.254,,cray-cnl7-haswell
cuda,11.6.0,gcc@11.2.0,~allow-unsupported-compilers~dev,cray-cnl7-haswell
cuda,11.6.0,intel@19.1.2.254,~allow-unsupported-compilers~dev,cray-cnl7-haswell
curl,7.66.0,gcc@11.2.0,+gssapi+ldap~libidn2~librtmp~libssh~libssh2+nghttp2 tls=openssl,cray-cnl7-haswell
darshan-runtime,3.3.1,gcc@11.2.0,~apmpi~apmpi_sync~apxc~hdf5+mpi scheduler=NONE,cray-cnl7-haswell
darshan-runtime,3.3.1,intel@19.1.2.254,~apmpi~apmpi_sync~apxc~hdf5+mpi scheduler=NONE,cray-cnl7-haswell
darshan-util,3.3.1,gcc@11.2.0,~apmpi~apxc~bzip2,cray-cnl7-haswell
darshan-util,3.3.1,intel@19.1.2.254,~apmpi~apxc~bzip2,cray-cnl7-haswell
dyninst,12.0.1,gcc@11.2.0,~ipo+openmp~stat_dysect~static build_type=RelWithDebInfo,cray-cnl7-haswell
eccodes,2.24.2,gcc@11.2.0,~aec~fortran~ipo~memfs~netcdf~openmp~png~pthreads~python+shared~tools build_type=RelWithDebInfo definitions=auto jp2k=openjpeg samples=auto,cray-cnl7-haswell
eigen,3.4.0,intel@19.1.2.254,~ipo build_type=RelWithDebInfo,cray-cnl7-haswell
elfutils,0.168,gcc@11.2.0,~bzip2~debuginfod+nls~xz,cray-cnl7-haswell
elfutils,0.168,intel@19.1.2.254,~bzip2~debuginfod+nls~xz,cray-cnl7-haswell
elfutils,0.186,gcc@11.2.0,~bzip2~debuginfod+nls~xz,cray-cnl7-haswell
elpa,2021.11.001,gcc@11.2.0,~autotune~cuda+mpi+openmp~rocm,cray-cnl7-haswell
er,0.1.0,gcc@11.2.0,~ipo+shared build_type=RelWithDebInfo,cray-cnl7-haswell
er,0.1.0,intel@19.1.2.254,~ipo+shared build_type=RelWithDebInfo,cray-cnl7-haswell
exmcutils,0.6.0,gcc@11.2.0,,cray-cnl7-haswell
exmcutils,0.6.0,intel@19.1.2.254,,cray-cnl7-haswell
expat,2.4.4,gcc@11.2.0,+libbsd,cray-cnl7-haswell
expat,2.4.4,intel@19.1.2.254,+libbsd,cray-cnl7-haswell
faodel,1.2108.1,gcc@11.2.0,~hdf5~ipo+mpi+shared+tcmalloc build_type=RelWithDebInfo logging=stdout network=nnti serializer=xdr,cray-cnl7-haswell
faodel,1.2108.1,intel@19.1.2.254,~hdf5~ipo+mpi+shared+tcmalloc build_type=RelWithDebInfo logging=stdout network=nnti serializer=xdr,cray-cnl7-haswell
ffmpeg,4.4.1,gcc@11.2.0,~X~avresample+bzlib~drawtext+gpl~libaom~libmp3lame~libopenjpeg~libopus~libsnappy~libspeex~libssh~libvorbis~libvpx~libwebp~libx264~libzmq~lzma~nonfree~openssl~sdl2+shared+version3,cray-cnl7-haswell
fftw,3.3.10,gcc@11.2.0,+mpi~openmp~pfft_patches precision=double,float,cray-cnl7-haswell
fftw,3.3.10,intel@19.1.2.254,+mpi~openmp~pfft_patches precision=double,float,cray-cnl7-haswell
fftw,3.3.10,intel@19.1.2.254,+mpi+openmp~pfft_patches precision=double,float,cray-cnl7-haswell
flecsi,1.4.2,gcc@11.2.0,~coverage~cuda~debug_backend~disable_metis~doc~doxygen+external_cinch~flecstan~flog~graphviz+hdf5~ipo~kokkos~openmp+shared~tutorial~unit_tests backend=mpi build_type=RelWithDebInfo caliper_detail=none,cray-cnl7-haswell
flecsi,1.4.2,intel@19.1.2.254,~coverage~cuda~debug_backend~disable_metis~doc~doxygen+external_cinch~flecstan~flog~graphviz+hdf5~ipo~kokkos~openmp+shared~tutorial~unit_tests backend=mpi build_type=RelWithDebInfo caliper_detail=none,cray-cnl7-haswell
flex,2.6.3,gcc@11.2.0,+lex~nls,cray-cnl7-haswell
flex,2.6.3,intel@19.1.2.254,+lex~nls,cray-cnl7-haswell
flit,2.1.0,gcc@11.2.0,,cray-cnl7-haswell
flit,2.1.0,intel@19.1.2.254,,cray-cnl7-haswell
font-util,1.3.2,gcc@11.2.0, fonts=encodings,font-adobe-100dpi,font-adobe-75dpi,font-adobe-utopia-100dpi,font-adobe-utopia-75dpi,font-adobe-utopia-type1,font-alias,font-arabic-misc,font-bh-100dpi,font-bh-75dpi,font-bh-lucidatypewriter-100dpi,font-bh-lucidatypewriter-75dpi,font-bh-type1,font-bitstream-100dpi,font-bitstream-75dpi,font-bitstream-speedo,font-bitstream-type1,font-cronyx-cyrillic,font-cursor-misc,font-daewoo-misc,font-dec-misc,font-ibm-type1,font-isas-misc,font-jis-misc,font-micro-misc,font-misc-cyrillic,font-misc-ethiopic,font-misc-meltho,font-misc-misc,font-mutt-misc,font-schumacher-misc,font-screen-cyrillic,font-sun-misc,font-winitzki-cyrillic,font-xfree86-type1,cray-cnl7-haswell
fontconfig,2.13.94,gcc@11.2.0,,cray-cnl7-haswell
fontsproto,2.1.3,gcc@11.2.0,,cray-cnl7-haswell
freetype,2.11.1,gcc@11.2.0,,cray-cnl7-haswell
gasnet,2021.9.0,gcc@11.2.0,~debug conduits=smp,cray-cnl7-haswell
gasnet,2021.9.0,intel@19.1.2.254,~debug conduits=smp,cray-cnl7-haswell
gdbm,1.19,gcc@11.2.0,,cray-cnl7-haswell
gdbm,1.19,intel@19.1.2.254,,cray-cnl7-haswell
gdbm,1.22,gcc@11.2.0,,cray-cnl7-haswell
gdbm,1.22,intel@19.1.2.254,,cray-cnl7-haswell
gettext,0.21,gcc@11.2.0,+bzip2+curses+git~libunistring+libxml2+tar+xz,cray-cnl7-haswell
gettext,0.21,intel@19.1.2.254,+bzip2+curses+git~libunistring+libxml2+tar+xz,cray-cnl7-haswell
ginkgo,1.4.0,gcc@11.2.0,~cuda~develtools~full_optimizations~hwloc~ipo~oneapi+openmp~rocm+shared build_type=Release patches=43e571a49ea774793d89d145571c95ae7cdf991f5220d8fe84db217a3c613a32,cray-cnl7-haswell
ginkgo,1.4.0,intel@19.1.2.254,~cuda~develtools~full_optimizations~hwloc~ipo~oneapi+openmp~rocm+shared build_type=Release patches=43e571a49ea774793d89d145571c95ae7cdf991f5220d8fe84db217a3c613a32,cray-cnl7-haswell
glib,2.70.2,gcc@11.2.0,~libmount patches=8547954e50d0a720fa9794b84c31569df6a7419319b95ac9de0ed861d8969ffd tracing=none,cray-cnl7-haswell
globalarrays,5.8,gcc@11.2.0,~scalapack armci=mpi-ts,cray-cnl7-haswell
globalarrays,5.8,intel@19.1.2.254,~scalapack armci=mpi-ts,cray-cnl7-haswell
gmake,4.2.1,gcc@11.2.0,~guile+nls patches=ca60bd9c1a1b35bc0dc58b6a4a19d5c2651f7a94a4b22b2c5ea001a1ca7a8a7f,fe5b60d091c33f169740df8cb718bf4259f84528b42435194ffe0dd5b79cd125,cray-cnl7-haswell
gmake,4.2.1,intel@19.1.2.254,~guile+nls patches=ca60bd9c1a1b35bc0dc58b6a4a19d5c2651f7a94a4b22b2c5ea001a1ca7a8a7f,fe5b60d091c33f169740df8cb718bf4259f84528b42435194ffe0dd5b79cd125,cray-cnl7-haswell
gmp,6.2.1,gcc@11.2.0,,cray-cnl7-haswell
googletest,1.8.1,gcc@11.2.0,+gmock~ipo+pthreads+shared build_type=RelWithDebInfo,cray-cnl7-haswell
googletest,1.8.1,intel@19.1.2.254,+gmock~ipo+pthreads+shared build_type=RelWithDebInfo,cray-cnl7-haswell
googletest,1.10.0,gcc@11.2.0,~gmock~ipo+pthreads+shared build_type=RelWithDebInfo,cray-cnl7-haswell
gotcha,1.0.3,gcc@11.2.0,~ipo~test build_type=RelWithDebInfo,cray-cnl7-haswell
gotcha,1.0.3,intel@19.1.2.254,~ipo~test build_type=RelWithDebInfo,cray-cnl7-haswell
gperf,3.1,gcc@11.2.0,,cray-cnl7-haswell
gperftools,2.9.1,gcc@11.2.0,+debugalloc~dynamic_sized_delete_support+libunwind~sized_delete,cray-cnl7-haswell
grads,2.2.1,gcc@11.2.0,+geotiff+shapefile,cray-cnl7-haswell
gromacs,2021.5,gcc@11.2.0,~blas~cuda~cycle_subcounters~double+hwloc~ipo~lapack~mdrun_only+mpi~nosuffix~opencl+openmp~plumed~relaxed_double_precision+shared~sycl build_type=RelWithDebInfo,cray-cnl7-haswell
gsl,2.7,gcc@11.2.0,~external-cblas,cray-cnl7-haswell
hdf5,1.8.22,gcc@11.2.0,~cxx~fortran+hl~ipo~java+mpi+shared~szip~threadsafe+tools api=v18 build_type=RelWithDebInfo,cray-cnl7-haswell
hdf5,1.8.22,gcc@11.2.0,~cxx+fortran+hl~ipo~java+mpi+shared~szip~threadsafe+tools api=v18 build_type=RelWithDebInfo,cray-cnl7-haswell
hdf5,1.8.22,intel@19.1.2.254,~cxx+fortran+hl~ipo~java+mpi+shared~szip~threadsafe+tools api=v18 build_type=RelWithDebInfo,cray-cnl7-haswell
hdf5,1.10.7,gcc@11.2.0,~cxx+fortran+hl~ipo~java+mpi+shared~szip~threadsafe+tools api=v18 build_type=RelWithDebInfo patches=2a1e3118d7d3d7411820e567b03530de96a46385304017f8e548408aa1cfbfc0,cray-cnl7-haswell
hdf5,1.10.7,intel@19.1.2.254,~cxx+fortran+hl~ipo~java+mpi+shared~szip~threadsafe+tools api=v18 build_type=RelWithDebInfo patches=2a1e3118d7d3d7411820e567b03530de96a46385304017f8e548408aa1cfbfc0,cray-cnl7-haswell
hdf5,1.12.1,gcc@11.2.0,~cxx+fortran+hl~ipo~java+mpi+shared~szip~threadsafe+tools api=v18 build_type=RelWithDebInfo,cray-cnl7-haswell
hdf5,1.12.1,intel@19.1.2.254,~cxx+fortran+hl~ipo~java+mpi+shared~szip~threadsafe+tools api=v18 build_type=RelWithDebInfo,cray-cnl7-haswell
hdf5,1.12.1.1,gcc@11.2.0,~cxx+fortran+hl~ipo~java+mpi+shared~szip~threadsafe+tools api=v18 build_type=RelWithDebInfo,cray-cnl7-haswell
hdf5,1.12.1.1,intel@19.1.2.254,~cxx+fortran+hl~ipo~java+mpi+shared~szip~threadsafe+tools api=v18 build_type=RelWithDebInfo,cray-cnl7-haswell
hdf5,1.12.1.1,gcc@11.2.0,~cxx+fortran+hl~ipo~java+mpi+shared~szip+threadsafe+tools api=v18 build_type=RelWithDebInfo,cray-cnl7-haswell
hdf5,1.13.0,gcc@11.2.0,~cxx+fortran+hl~ipo~java+mpi+shared~szip~threadsafe+tools api=v18 build_type=RelWithDebInfo,cray-cnl7-haswell
hdf5,1.13.0,intel@19.1.2.254,~cxx+fortran+hl~ipo~java+mpi+shared~szip~threadsafe+tools api=v18 build_type=RelWithDebInfo,cray-cnl7-haswell
heffte,2.2.0,gcc@11.2.0,~cuda+fftw~fortran~ipo~magma~mkl~python~rocm+shared build_type=RelWithDebInfo,cray-cnl7-haswell
heffte,2.2.0,intel@19.1.2.254,~cuda+fftw~fortran~ipo~magma~mkl~python~rocm+shared build_type=RelWithDebInfo,cray-cnl7-haswell
hpx,1.7.1,gcc@11.2.0,~async_cuda~async_mpi~cuda~examples~generic_coroutines~ipo~rocm~tools build_type=RelWithDebInfo cxxstd=17 instrumentation=none malloc=tcmalloc max_cpu_count=64 networking=mpi,cray-cnl7-haswell
hwloc,2.7.0,gcc@11.2.0,~cairo~cuda~gl~libudev+libxml2~netloc~nvml~opencl+pci~rocm+shared,cray-cnl7-haswell
hwloc,2.7.0,intel@19.1.2.254,~cairo~cuda~gl~libudev+libxml2~netloc~nvml~opencl+pci~rocm+shared,cray-cnl7-haswell
hypre,2.23.0,gcc@11.2.0,~complex~cuda~debug+fortran~gptune~int64~internal-superlu~mixedint+mpi+openmp+shared+superlu-dist~unified-memory,cray-cnl7-haswell
hypre,2.23.0,intel@19.1.2.254,~complex~cuda~debug+fortran~gptune~int64~internal-superlu~mixedint+mpi+openmp+shared+superlu-dist~unified-memory,cray-cnl7-haswell
hypre,2.24.0,gcc@11.2.0,~complex~cuda~debug+fortran~gptune~int64~internal-superlu~mixedint+mpi+openmp+shared+superlu-dist~unified-memory,cray-cnl7-haswell
hypre,2.24.0,intel@19.1.2.254,~complex~cuda~debug+fortran~gptune~int64~internal-superlu~mixedint+mpi+openmp+shared+superlu-dist~unified-memory,cray-cnl7-haswell
inputproto,2.3.2,gcc@11.2.0,,cray-cnl7-haswell
intel-tbb,2020.3,gcc@11.2.0,~ipo+shared+tm build_type=RelWithDebInfo cxxstd=default patches=62ba015ebd1819c45bef47411540b789b493e31ca668c4ff4cb2afcbc306b476,ce1fb16fb932ce86a82ca87cf0431d1a8c83652af9f552b264213b2ff2945d73,d62cb666de4010998c339cde6f41c7623a07e9fc69e498f2e149821c0c2c6dd0,cray-cnl7-haswell
jansson,2.13.1,intel@19.1.2.254,~ipo+shared build_type=RelWithDebInfo,cray-cnl7-haswell
kbproto,1.0.7,gcc@11.2.0,,cray-cnl7-haswell
kokkos,3.5.00,gcc@11.2.0,~aggressive_vectorization~compiler_warnings~cuda~cuda_constexpr~cuda_lambda~cuda_ldg_intrinsic~cuda_relocatable_device_code~cuda_uvm~debug~debug_bounds_check~debug_dualview_modify_check~deprecated_code~examples~explicit_instantiation~hpx~hpx_async_dispatch~hwloc~ipo~memkind~numactl~openmp~pic+profiling~profiling_load_print~pthread~qthread~rocm+serial+shared~sycl~tests~tuning~wrapper build_type=RelWithDebInfo std=14,cray-cnl7-haswell
kokkos,3.5.00,intel@19.1.2.254,~aggressive_vectorization~compiler_warnings~cuda~cuda_constexpr~cuda_lambda~cuda_ldg_intrinsic~cuda_relocatable_device_code~cuda_uvm~debug~debug_bounds_check~debug_dualview_modify_check~deprecated_code~examples~explicit_instantiation~hpx~hpx_async_dispatch~hwloc~ipo~memkind~numactl~openmp~pic+profiling~profiling_load_print~pthread~qthread~rocm+serial+shared~sycl~tests~tuning~wrapper build_type=RelWithDebInfo std=14,cray-cnl7-haswell
kokkos,3.5.00,gcc@11.2.0,~aggressive_vectorization~compiler_warnings+cuda~cuda_constexpr~cuda_lambda~cuda_ldg_intrinsic~cuda_relocatable_device_code~cuda_uvm~debug~debug_bounds_check~debug_dualview_modify_check~deprecated_code~examples~explicit_instantiation~hpx~hpx_async_dispatch~hwloc~ipo~memkind~numactl+openmp~pic+profiling~profiling_load_print~pthread~qthread~rocm+serial+shared~sycl~tests~tuning+wrapper build_type=RelWithDebInfo cuda_arch=35 std=14,cray-cnl7-haswell
kokkos,3.5.00,intel@19.1.2.254,~aggressive_vectorization~compiler_warnings+cuda~cuda_constexpr~cuda_lambda~cuda_ldg_intrinsic~cuda_relocatable_device_code~cuda_uvm~debug~debug_bounds_check~debug_dualview_modify_check~deprecated_code~examples~explicit_instantiation~hpx~hpx_async_dispatch~hwloc~ipo~memkind~numactl+openmp~pic+profiling~profiling_load_print~pthread~qthread~rocm+serial+shared~sycl~tests~tuning+wrapper build_type=RelWithDebInfo cuda_arch=35 std=14,cray-cnl7-haswell
kokkos-kernels,3.5.00,gcc@11.2.0,~blas~cblas~cublas~cuda~cusparse~ipo~lapack~lapacke~mkl+openmp~pthread~serial+shared~superlu build_type=RelWithDebInfo execspace_cuda=auto execspace_openmp=auto execspace_serial=auto execspace_threads=auto layouts=left memspace_cudaspace=auto memspace_cudauvmspace=auto offsets=int,size_t ordinals=int scalars=double,cray-cnl7-haswell
kokkos-nvcc-wrapper,3.2.00,gcc@11.2.0,+mpi,cray-cnl7-haswell
kokkos-nvcc-wrapper,3.2.00,intel@19.1.2.254,+mpi,cray-cnl7-haswell
kvtree,1.2.0,gcc@11.2.0,~ipo+mpi+shared build_type=RelWithDebInfo file_lock=FLOCK,cray-cnl7-haswell
kvtree,1.2.0,intel@19.1.2.254,~ipo+mpi+shared build_type=RelWithDebInfo file_lock=FLOCK,cray-cnl7-haswell
